nestbox,tag,tag2,rfid,date,band_number,ringing_age,sex
Ha212,,,989001031452537,2021-06-14T00:00:00Z,GG38681,1,
Ha212,,,989001031452690,2021-06-14T00:00:00Z,GG38682,1,
Ha212,,,989001031452661,2021-06-14T00:00:00Z,GG38683,1,
Ha212,,,989001026344706,2021-06-14T00:00:00Z,GG38684,1,
Ha212,,,989001031452660,2021-06-14T00:00:00Z,GG38685,1,
Ha212,,,989001031452427,2021-06-14T00:00:00Z,GG38686,1,
Ha212,,,989001031452462,2021-06-14T00:00:00Z,GG38687,1,
Ha234,,,989001026344592,2021-06-14T00:00:00Z,GG38688,1,
Ha234,,,989001026344640,2021-06-14T00:00:00Z,GG38689,1,
Ha234,,,989001031452464,2021-06-14T00:00:00Z,GG38690,1,
Ha234,,,989001031452607,2021-06-14T00:00:00Z,GG38691,1,
Ha170,,,989001031452372,2021-06-15T00:00:00Z,GG38692,1,
Ha170,,,989001031452521,2021-06-15T00:00:00Z,GG38693,1,
Ha170,,,989001031452609,2021-06-15T00:00:00Z,GG38694,1,
Ha170,,,989001031452638,2021-06-15T00:00:00Z,GG38695,1,
Ha170,,,989001031452608,2021-06-15T00:00:00Z,GG38696,1,
Ha170,,,989001031452684,2021-06-15T00:00:00Z,GG38697,1,
Ha170,,,989001031452692,2021-06-15T00:00:00Z,GG38698,1,
Ha160,,,989001026344663,2021-06-15T00:00:00Z,GG38699,1,
Ha160,,,989001031452629,2021-06-15T00:00:00Z,GG38700,1,
Ha160,,,989001031452255,2021-06-15T00:00:00Z,GG38701,1,
Ha160,,,989001031452518,2021-06-15T00:00:00Z,GG38702,1,
Ha160,,,989001026344645,2021-06-15T00:00:00Z,GG38703,1,
Ha160,,,989001026344572,2021-06-15T00:00:00Z,GG38704,1,
Ha249,,,989001031452540,2021-06-15T00:00:00Z,GG38705,1,
Ha249,,,989001031452434,2021-06-15T00:00:00Z,GG38706,1,
Ha249,,,989001031452562,2021-06-15T00:00:00Z,GG38707,1,
Ha249,,,989001031452389,2021-06-15T00:00:00Z,GG38708,1,
Ha249,,,989001026344543,2021-06-15T00:00:00Z,GG38709,1,
Ha247,,,989001026344747,2021-06-21T00:00:00Z,GG38710,1,
Ha247,,,989001026344503,2021-06-21T00:00:00Z,GG38711,1,
Ha247,,,989001026344500,2021-06-21T00:00:00Z,GG38712,1,
Ha247,,,989001026344551,2021-06-21T00:00:00Z,GG38713,1,
Ha247,,,989001026344612,2021-06-21T00:00:00Z,GG38714,1,
Ha258,,,989001026344540,2021-06-21T00:00:00Z,GG38715,1,
Ha258,,,989001026344639,2021-06-21T00:00:00Z,GG38716,1,
Ha258,,,989001026344576,2021-06-21T00:00:00Z,GG38717,1,
Ha258,,,989001026344611,2021-06-21T00:00:00Z,GG38718,1,
Ha258,,,989001026344765,2021-06-21T00:00:00Z,GG38719,1,
Ha258,,,989001026344504,2021-06-21T00:00:00Z,GG38720,1,
Ha230,,,989001026344505,2021-06-21T00:00:00Z,GG38721,1,
Ha230,,,989001026344807,2021-06-21T00:00:00Z,GG38722,1,
Ha230,,,989001026344462,2021-06-21T00:00:00Z,GG38723,1,
Ha230,,,989001026344480,2021-06-21T00:00:00Z,GG38724,1,
Ha230,,,989001026344686,2021-06-21T00:00:00Z,GG38725,1,
Ha230,,,989001026344605,2021-06-21T00:00:00Z,GG38726,1,
Ha230,,,989001026344607,2021-06-21T00:00:00Z,GG38727,1,
Ha128,,,989001026344530,2021-06-22T00:00:00Z,GG38728,1,
Ha128,,,989001026344735,2021-06-22T00:00:00Z,GG38729,1,
Ha128,,,989001026344737,2021-06-22T00:00:00Z,GG38730,1,
Ha251,,,989001026344596,2021-06-22T00:00:00Z,GG38731,1,
Ha251,,,989001031452559,2021-06-22T00:00:00Z,GG38732,1,
Ha251,,,989001026344567,2021-06-22T00:00:00Z,GG38733,1,
Ha251,,,989001026344501,2021-06-22T00:00:00Z,GG38734,1,
Ha251,,,989001026344508,2021-06-22T00:00:00Z,GG38735,1,
Ha251,,,989001026344456,2021-06-22T00:00:00Z,GG38736,1,
Ha251,,,989001026344620,2021-06-22T00:00:00Z,GG38737,1,
Ha255,,,989001026344526,2021-06-22T00:00:00Z,GG38738,1,
Ha255,,,989001026344808,2021-06-22T00:00:00Z,GG38739,1,
Ha255,,,989001031452237,2021-06-22T00:00:00Z,GG38740,1,
Ha255,,,989001026344673,2021-06-22T00:00:00Z,GG38741,1,
Ha297,,,989001026344617,2021-06-27T00:00:00Z,GG38742,1,
Ha297,,,989001026344727,2021-06-27T00:00:00Z,GG38743,1,
Ha213,,,989001026344722,2021-06-27T00:00:00Z,GG38744,1,
Ha213,,,989001026344615,2021-06-27T00:00:00Z,GG38745,1,
Ha213,,,989001026344535,2021-06-27T00:00:00Z,GG38746,1,
Ha213,,,989001026344564,2021-06-27T00:00:00Z,GG38747,1,
Ha213,,,989001026344482,2021-06-27T00:00:00Z,GG38748,1,
Ha290,,,989001031452561,2021-07-01T00:00:00Z,GG38749,1,
Ha290,,,989001026344736,2021-07-01T00:00:00Z,GG38750,1,
Ha290,,,989001026344609,2021-07-01T00:00:00Z,GG38751,1,
Ha290,,,989001026344836,2021-07-01T00:00:00Z,GG38752,1,
Ha290,,,989001026344493,2021-07-01T00:00:00Z,GG38753,1,
Ha162,,,989001026344619,2021-07-05T00:00:00Z,GG38754,1,
Ha240,,,989001026344545,2021-07-05T00:00:00Z,GG38755,1,
Ha240,,,989001026344814,2021-07-05T00:00:00Z,GG38756,1,
Ha240,,,989001026344486,2021-07-05T00:00:00Z,GG38757,1,
Ha250,,,98900102634458,2021-07-05T00:00:00Z,GG38758,1,
Ha250,,,98900102634459,2021-07-05T00:00:00Z,GG38759,1,
Ha250,,,989001026344491,2021-07-05T00:00:00Z,GG38760,1,
Ha174,,,989001026344718,2021-07-08T00:00:00Z,GG38761,1,
Ha174,,,989001026344532,2021-07-08T00:00:00Z,GG38762,1,
Ha174,,,989001026344604,2021-07-08T00:00:00Z,GG38763,1,
Ha174,,,989001026344835,2021-07-08T00:00:00Z,GG38764,1,
Ha229,,,989001031452681,2021-07-08T00:00:00Z,GG38765,1,
Ha229,,,989001026344520,2021-07-08T00:00:00Z,GG38766,1,
Ha289,,,989001026344468,2021-07-13T00:00:00Z,GG38767,1,
Ha289,,,989001026344571,2021-07-13T00:00:00Z,GG38768,1,
Ha289,,,989001026344786,2021-07-13T00:00:00Z,GG38769,1,
Ha285,,,989001026344778,2021-07-18T00:00:00Z,GG38770,1,
Ha285,,,989001026344681,2021-07-18T00:00:00Z,GG38771,1,
Ha285,,,989001026344557,2021-07-18T00:00:00Z,GG38772,1,
